FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,532 -> 533,5,16000,4000
2,532 -> 533,5,16000,4000
3,532 -> 533,5,12000,8000
4,532 -> 533,5,4000,16000
5,532 -> 533,5,8000,12000
6,532 -> 533,5,16000,4000
7,532 -> 533,5,16000,4000
8,532 -> 533,5,16000,4000
9,532 -> 533,5,8000,12000
10,532 -> 533,5,8000,12000
11,532 -> 533,5,20000,0
12,532 -> 533,5,16000,4000
13,532 -> 533,5,16000,4000
14,532 -> 533,5,12000,8000
15,532 -> 533,5,12000,8000
16,532 -> 533,5,16000,4000
17,532 -> 533,5,12000,8000
18,532 -> 533,5,16000,4000
19,532 -> 533,5,12000,8000
20,532 -> 533,5,8000,12000
21,532 -> 533,5,12000,8000
22,532 -> 533,5,16000,4000
23,532 -> 533,3,12000,8000
24,533 -> 534,3,16000,4000
25,533 -> 534,3,16000,4000
26,533 -> 534,3,20000,0
27,533 -> 534,3,12000,8000
28,533 -> 534,5,16000,4000
29,533 -> 534,5,16000,4000
30,533 -> 534,5,16000,4000
31,533 -> 534,5,20000,0
32,533 -> 534,5,12000,8000
33,533 -> 534,5,16000,4000
34,533 -> 534,5,12000,8000
35,533 -> 534,5,12000,8000
36,533 -> 534,5,12000,8000
37,533 -> 534,5,8000,12000
38,533 -> 534,5,4000,16000
39,533 -> 534,5,8000,12000
40,533 -> 534,5,8000,12000
41,533 -> 534,5,16000,4000
42,533 -> 534,5,20000,0
43,533 -> 534,5,4000,16000
44,533 -> 534,5,12000,8000
45,533 -> 534,5,16000,4000
46,533 -> 534,5,12000,8000
47,533 -> 534,5,16000,4000
48,533 -> 534,5,16000,4000
49,533 -> 534,3,16000,4000
50,534 -> 535,3,12000,8000
