FRAME,PATHS
0,nan
1,St. John's, Canada -> Winnipeg,Abidjan -> Winnipeg
2,nan
3,Abidjan -> Winnipeg
4,Abidjan -> Calgary
5,Abidjan -> Calgary
6,nan
7,Abidjan -> Calgary
8,Abidjan -> Calgary
9,Abidjan -> Calgary
10,nan
11,Abidjan -> Calgary
12,St. John's, Canada -> Calgary
13,St. John's, Canada -> Calgary,Abidjan -> Edmonton
14,St. John's, Canada -> Calgary
15,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
16,St. John's, Canada -> Calgary
17,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
18,St. John's, Canada -> Calgary
19,St. John's, Canada -> Calgary
20,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
21,Abidjan -> Winnipeg
22,Abidjan -> Winnipeg
23,Abidjan -> Winnipeg
24,nan
25,St. John's, Canada -> Winnipeg,Abidjan -> Winnipeg
26,St. John's, Canada -> Winnipeg,Abidjan -> Winnipeg
27,St. John's, Canada -> Winnipeg,Abidjan -> Winnipeg
28,St. John's, Canada -> Winnipeg,Abidjan -> Winnipeg
29,Abidjan -> Winnipeg
30,Abidjan -> Calgary
31,Abidjan -> Calgary
32,nan
33,Abidjan -> Calgary
34,nan
35,Abidjan -> Calgary
36,Abidjan -> Calgary
37,Abidjan -> Calgary
38,St. John's, Canada -> Calgary
39,St. John's, Canada -> Calgary,Abidjan -> Edmonton
40,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
41,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
42,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
43,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
44,St. John's, Canada -> Calgary
45,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
46,St. John's, Canada -> Calgary,Abidjan -> Winnipeg
47,Abidjan -> Winnipeg
48,Abidjan -> Winnipeg
49,Abidjan -> Winnipeg
50,Abidjan -> Winnipeg
