FRAME,PATHS
0,nan
1,Oklahoma City -> Winnipeg,El Paso -> Winnipeg,Denver -> New York,Phoenix -> Boston,Los Angeles -> New York
2,Oklahoma City -> Winnipeg,El Paso -> Winnipeg,Denver -> New York,Phoenix -> Boston,Los Angeles -> New York
3,El Paso -> Winnipeg,Denver -> New York,Phoenix -> New York,Oklahoma City -> Brisay,Los Angeles -> Boston
4,El Paso -> Winnipeg,Denver -> New York,Phoenix -> New York,Oklahoma City -> Brisay,Los Angeles -> Boston
5,Denver -> Boston,Oklahoma City -> Brisay,Phoenix -> New York,El Paso -> Ottawa,Los Angeles -> New York
6,Denver -> Boston,Oklahoma City -> Brisay,El Paso -> Montreal,Los Angeles -> Boston,Phoenix -> New York
7,Denver -> Brampton,Oklahoma City -> Brisay,El Paso -> Ottawa,Phoenix -> Brampton,Los Angeles -> Brampton
8,Denver -> Mississauga,Oklahoma City -> Brisay,Los Angeles -> Hamilton,El Paso -> Montreal,Phoenix -> Mississauga
9,Denver -> Toronto,Phoenix -> Toronto,Los Angeles -> Mississauga,El Paso -> Montreal,Oklahoma City -> Brisay
10,Denver -> Toronto,Phoenix -> Toronto,Los Angeles -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
11,Denver -> Toronto,Phoenix -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
12,Denver -> Toronto,Phoenix -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
13,Denver -> Toronto,Phoenix -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
14,Phoenix -> Chicago,El Paso -> Winnipeg
15,Phoenix -> Chicago,El Paso -> Winnipeg
16,Phoenix -> Chicago,El Paso -> Winnipeg
17,Phoenix -> Chicago,El Paso -> Winnipeg
18,Phoenix -> Chicago,El Paso -> Winnipeg
19,Phoenix -> Chicago,El Paso -> Winnipeg
20,Denver -> Chicago,El Paso -> Winnipeg,Phoenix -> Chicago,Los Angeles -> Chicago
21,Denver -> Indianapolis,El Paso -> Winnipeg,Phoenix -> Chicago,Los Angeles -> Chicago
22,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
23,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
24,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
25,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
26,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Winnipeg,El Paso -> Winnipeg,Los Angeles -> Chicago
27,Oklahoma City -> Winnipeg,Phoenix -> Chicago,El Paso -> Winnipeg,Denver -> New York,Los Angeles -> Ottawa
28,Oklahoma City -> Winnipeg,El Paso -> Winnipeg,Denver -> New York,Phoenix -> Boston,Los Angeles -> New York
29,Oklahoma City -> Winnipeg,El Paso -> Winnipeg,Denver -> New York,Phoenix -> Boston,Los Angeles -> New York
30,El Paso -> Winnipeg,Denver -> New York,Phoenix -> New York,Oklahoma City -> Brisay,Los Angeles -> Boston
31,Denver -> Boston,Oklahoma City -> Brisay,Phoenix -> New York,El Paso -> Ottawa,Los Angeles -> New York
32,Denver -> Boston,Oklahoma City -> Brisay,Phoenix -> New York,El Paso -> Montreal,Los Angeles -> Boston
33,Denver -> Boston,Oklahoma City -> Brisay,El Paso -> Montreal,Los Angeles -> Boston,Phoenix -> New York
34,Denver -> Mississauga,Phoenix -> Hamilton,Los Angeles -> Brampton,El Paso -> Montreal,Oklahoma City -> Brisay
35,Denver -> Toronto,Phoenix -> Toronto,Los Angeles -> Mississauga,El Paso -> Montreal,Oklahoma City -> Brisay
36,Denver -> Toronto,Phoenix -> Toronto,Los Angeles -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
37,Denver -> Toronto,Phoenix -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
38,Denver -> Toronto,Phoenix -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
39,Denver -> Toronto,Phoenix -> Toronto,El Paso -> Montreal,Oklahoma City -> Brisay
40,El Paso -> Chicago,Phoenix -> Indianapolis
41,Phoenix -> Chicago,El Paso -> Winnipeg
42,Phoenix -> Chicago,El Paso -> Winnipeg
43,Phoenix -> Chicago,El Paso -> Winnipeg
44,Phoenix -> Chicago,El Paso -> Winnipeg
45,Phoenix -> Chicago,El Paso -> Winnipeg
46,Denver -> Chicago,El Paso -> Winnipeg,Phoenix -> Chicago,Los Angeles -> Chicago
47,Denver -> Indianapolis,El Paso -> Winnipeg,Phoenix -> Chicago,Los Angeles -> Chicago
48,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
49,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
50,Oklahoma City -> Winnipeg,Denver -> Indianapolis,Phoenix -> Chicago,El Paso -> Winnipeg,Los Angeles -> Chicago
