FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,577 -> 576,5,16000,4000
2,577 -> 576,5,16000,4000
3,577 -> 576,5,12000,8000
4,577 -> 576,5,4000,16000
5,577 -> 576,5,8000,12000
6,577 -> 576,5,16000,4000
7,577 -> 576,5,16000,4000
8,577 -> 576,5,16000,4000
9,577 -> 576,5,8000,12000
10,577 -> 576,5,8000,12000
11,577 -> 576,5,20000,0
12,577 -> 576,5,16000,4000
13,577 -> 576,5,16000,4000
14,577 -> 576,5,12000,8000
15,577 -> 576,5,12000,8000
16,577 -> 576,5,16000,4000
17,577 -> 576,5,12000,8000
18,577 -> 576,5,16000,4000
19,578 -> 577,4,12000,8000
20,578 -> 577,4,12000,8000
21,578 -> 577,4,12000,8000
22,578 -> 577,4,16000,4000
23,578 -> 577,4,16000,4000
24,578 -> 577,4,12000,8000
25,578 -> 577,4,16000,4000
26,578 -> 577,5,12000,8000
27,578 -> 577,5,16000,4000
28,578 -> 577,5,16000,4000
29,578 -> 577,5,16000,4000
30,578 -> 577,5,16000,4000
31,578 -> 577,5,16000,4000
32,578 -> 577,5,16000,4000
33,578 -> 577,5,12000,8000
34,578 -> 577,5,16000,4000
35,578 -> 577,5,4000,16000
36,578 -> 577,5,8000,12000
37,578 -> 577,5,12000,8000
38,578 -> 577,5,4000,16000
39,578 -> 577,5,8000,12000
40,578 -> 577,5,16000,4000
41,578 -> 577,5,16000,4000
42,578 -> 577,5,8000,12000
43,578 -> 577,5,8000,12000
44,578 -> 577,5,20000,0
45,579 -> 578,4,16000,4000
46,579 -> 578,4,12000,8000
47,579 -> 578,4,16000,4000
48,579 -> 578,4,16000,4000
49,579 -> 578,4,16000,4000
50,579 -> 578,4,12000,8000
